name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
Anastasia's Crown Esthetic Services,"5001BAUM Blvd, Ste 413",Pittsburgh,PA,15213,40.4553461,-79.9450248,4.5,9,1,"Skin Care, Beauty & Spas, Eyelash Service, Waxing, Health & Medical, Makeup Artists, Body Contouring, Hair Removal, Eyebrow Services"
Yahr Electrolysis & Laser,"5889 Forbes Ave, Ste 100",Pittsburgh,PA,15217,40.4382593,-79.9196419,4.0,4,1,"Beauty & Spas, Laser Hair Removal, Hair Removal"
Hemingway's Cafe,3911 Forbes Ave,Pittsburgh,PA,15213,40.4422586,-79.9561855,3.5,119,1,"Dive Bars, Restaurants, Bars, American (Traditional), Nightlife"
Avenue E Salon,5888 Ellsworth Ave,Pittsburgh,PA,15232,40.457892,-79.9277193,4.5,13,0,"Beauty & Spas, Barbers, Blow Dry\/Out Services, Hair Salons"
"Gleason Paul J, DMD",6314 Forbes Ave,Pittsburgh,PA,15217,40.4377084,-79.9185268,5.0,9,1,"Health & Medical, General Dentistry, Dentists"
Pizzutti's Restaurant,709 Bellefonte St,Pittsburgh,PA,15232,40.4521434,-79.9343681,3.5,30,0,"Restaurants, Mediterranean, Italian, Pizza"
St Regis Parish,3235 Parkview Ave,Pittsburgh,PA,15213,40.4304461,-79.9533485,5.0,4,1,"Churches, Religious Organizations"
Curry on Murray,"2121 Murray Ave, Fl 1",Pittsburgh,PA,15217,40.433094,-79.9227463,4.0,131,1,"Thai, Restaurants"
Cuzamil Restaurante Mexicano,2109 Murray Ave,Pittsburgh,PA,15217,40.4334955,-79.9227986,2.5,67,0,"Mexican, Restaurants"
RadioShack,5823 Forbes Ave,Pittsburgh,PA,15217,40.4381967,-79.9220199,4.0,5,0,"Hobby Shops, Shopping, Electronics, Mobile Phones"
Pandora,5424 Walnut St,Pittsburgh,PA,15232,40.450656,-79.93454,5.0,3,1,"Shopping, Jewelry"
Leaf and Plate,"5884 Ellsworth Ave, 1st Fl",Pittsburgh,PA,15232,40.4577813,-79.9279191,5.0,7,0,"Sandwiches, Soup, Restaurants, Mongolian, Food, Chinese, Salad, Tea Rooms"
Saint Paul Cathedral,108 N Dithridge St,Pittsburgh,PA,15213,40.4478049357,-79.9499444444,4.0,4,1,"Churches, Religious Organizations"
A&A Mailing Services Plus,815 Copeland St,Pittsburgh,PA,15232,40.4505754,-79.9345359,5.0,4,0,"Local Services, Public Services & Government, Post Offices, Shipping Centers"
Szechuan Express,125 Oakland Ave,Pittsburgh,PA,15213,40.4417932,-79.9571431,3.0,70,1,"Chinese, Cantonese, Szechuan, Restaurants"
T&Y Flooring,5845 Alderson St,Pittsburgh,PA,15217,40.4287657,-79.9228624,5.0,3,1,"Kitchen & Bath, Home & Garden, Flooring, Home Services, Shopping"
Chatham University,106 Woodland Rd,Pittsburgh,PA,15232,40.4470173,-79.9227527,4.5,3,1,"Education, Colleges & Universities"
Vocelli Pizza,4232 Murray Ave,Pittsburgh,PA,15217,40.422342,-79.9294788,2.0,12,1,"Pizza, Restaurants"
Deka Lash,5819 Ellsworth Ave,Pittsburgh,PA,15232,40.4566032,-79.9303349,4.5,6,1,"Beauty & Spas, Eyelash Service"
P&W BMW,4801 Baum Blvd,Pittsburgh,PA,15213,40.4546959,-79.9473373,3.0,30,1,"Automotive, Car Dealers, Auto Repair, Auto Parts & Supplies"
Hair Friends,116 Oakland Ave,Pittsburgh,PA,15213,40.4417381,-79.9574545,4.5,18,0,"Beauty & Spas, Hair Salons"
cellhelmet Repair,3601 Forbes Ave,Pittsburgh,PA,15213,40.440879,-79.958402,2.5,3,0,"Local Services, Mobile Phone Repair, IT Services & Computer Repair, Electronics Repair"
Zhang's Relaxation Centre,5880 Ellsworth Ave,Pittsburgh,PA,15232,40.4576701,-79.9281279,4.5,10,0,"Beauty & Spas, Massage"
The UPS Store,3945 Forbes Ave,Pittsburgh,PA,15213,40.4429845,-79.9552497,2.0,20,1,"Mailbox Centers, Notaries, Local Services, Printing Services, Shipping Centers"
Equity Real Estate,2029 Murray Ave,Pittsburgh,PA,15217,40.4338771,-79.9227206,1.5,13,1,"Home Services, Real Estate, Real Estate Services, Property Management"
Eat Unique,305 S Craig St,Pittsburgh,PA,15213,40.4456076,-79.9485834,3.5,141,1,"Delis, Restaurants"
Marvista Rentals,5825 Bartlett St,Pittsburgh,PA,15217,40.436348,-79.921667,3.5,6,1,"Real Estate, University Housing, Apartments, Home Services, Property Management"
Juice Box Cafe,"735 Copeland St, Lower Level",Pittsburgh,PA,15232,40.45209,-79.93223,4.0,11,0,"Juice Bars & Smoothies, Food"
Steel City Beer Tours,1623 Shady Ave,Pittsburgh,PA,15217,40.43962,-79.91904,5.0,3,1,"Tours, Beer Tours, Hotels & Travel"
The Slipped Disc,260 Atwood St,Pittsburgh,PA,15213,40.439635,-79.956186,3.0,5,0,"Shopping, Books, Mags, Music & Video, Music & DVDs"
Starbucks,4022 Fifth Ave,Pittsburgh,PA,15213,40.443601,-79.955671762,4.0,11,1,"Coffee & Tea, Food"
Eat'n Park,1816 Murray Ave,Pittsburgh,PA,15217,40.4364519,-79.9231479,3.0,84,1,"Breakfast & Brunch, Restaurants, American (Traditional), Diners, Buffets"
Union Grill,413 S Craig St,Pittsburgh,PA,15213,40.4448085,-79.9484522,4.0,349,1,"Restaurants, American (Traditional)"
Sweet Basil La Filipiniana,2020 Murray Ave,Pittsburgh,PA,15217,40.434144,-79.9230179,3.5,10,0,"Filipino, Thai, Restaurants"
Nail Club II,5878 Forbes Ave,Pittsburgh,PA,15217,40.4378199,-79.9199427,3.0,15,1,"Beauty & Spas, Nail Salons"
Aladdin's Eatery,5878 Forbes Ave,Pittsburgh,PA,15217,40.4378199,-79.9199427,4.0,171,1,"Vegan, Juice Bars & Smoothies, Food, Mediterranean, Nightlife, Bars, Soup, Restaurants, Vegetarian, Middle Eastern"
Village Pizza Bar & Grill,815 S Aiken Ave,Pittsburgh,PA,15232,40.4504931,-79.9351109,4.0,15,0,"Restaurants, Pizza"
Toadflax Inc,5500 Walnut St,Pittsburgh,PA,15232,40.4508247,-79.9334641,3.5,15,1,"Flowers & Gifts, Shopping, Florists"
Bellisario's Auto Body,3750 Childs St,Pittsburgh,PA,15213,40.4291629,-79.9516203,4.5,31,1,"Body Shops, Auto Repair, Automotive"
Squirrel Hill Chiropractic Care,2728 Murray Ave,Pittsburgh,PA,15217,40.4283289,-79.9249507,4.5,6,1,"Health & Medical, Chiropractors"
Wyndham Garden Hotel - University Place,3454 Forbes Ave,Pittsburgh,PA,15213,40.439424,-79.959407,3.5,9,0,"Restaurants, Hotels, Caterers, Event Planning & Services, Hotels & Travel"
Pizza Hut,4710 Baum Blvd,Pittsburgh,PA,15213,40.4538812,-79.949545,2.0,9,1,"Italian, Chicken Wings, Restaurants, Pizza"
Pittsburgh Athletic Association,4215 5th Ave,Pittsburgh,PA,15213,40.4449853,-79.9545955,4.0,3,1,"Active Life, Fitness & Instruction, Sports Clubs, Gyms"
Shadyside Market & Deli,5414 Walnut St,Pittsburgh,PA,15232,40.4506793,-79.9349258,4.0,12,1,"Food, Specialty Food, Grocery"
Kohli's Indian Imports,319 S Craig St,Pittsburgh,PA,15213,40.4450827,-79.948496,3.5,15,1,"Grocery, International Grocery, Food"
Ali Baba,404 S Craig St,Pittsburgh,PA,15213,40.4450801,-79.9488817,3.5,127,1,"Restaurants, Middle Eastern"
Pittsburgh Filmmakers,477 Melwood Ave,Pittsburgh,PA,15213,40.4559244,-79.953763,3.0,3,1,"Art Galleries, Arts & Entertainment, Shopping"
Framework,5868 Forbes Ave,Pittsburgh,PA,15217,40.4379286,-79.9202857,5.0,4,0,"Arts & Crafts, Framing, Arts & Entertainment, Art Galleries, Shopping"
Garage Door Saloon,223 Atwood St,Pittsburgh,PA,15213,40.4406181,-79.9569053,3.0,34,1,"Restaurants, Pizza, Cocktail Bars, Sports Bars, Dive Bars, Nightlife, Bars"
Apple Store Shadyside,5508 Walnut St,Pittsburgh,PA,15232,40.4510589,-79.933321,3.5,75,1,"IT Services & Computer Repair, Computers, Shopping, Mobile Phones, Local Services, Electronics"
Kazansky's Delicatessen,2201 Murray Ave,Pittsburgh,PA,15217,40.4321506,-79.9234024,3.0,12,0,"Restaurants, Delis"
Iyengar Yoga Institute of Pittsburgh,2721 Murray Ave,Pittsburgh,PA,15217,40.4282121,-79.9245556,5.0,13,1,"Yoga, Active Life, Fitness & Instruction, Health Coach, Meditation Centers, Health & Medical"
The Loft Hookah Cafe & Vape Shop,738 Bellefonte St,Pittsburgh,PA,15232,40.4513024,-79.9341518,4.0,4,1,"Shopping, Nightlife, Vape Shops, Food, Hookah Bars, Bars, Tea Rooms"
Forbes Avenue Suites,3401 Forbes Ave,Pittsburgh,PA,15213,40.438781,-79.9613679,2.0,3,1,"Home Services, Hotels & Travel, Apartments, Real Estate, Event Planning & Services, Hotels"
Irish Design Center,303 S Craig St,Pittsburgh,PA,15213,40.4457555,-79.9485397,4.5,3,1,"Accessories, Shopping, Women's Clothing, Fashion, Arts & Entertainment, Festivals"
Rainbow Nails,5817 Forbes Ave,Pittsburgh,PA,15217,40.4381569,-79.922253,2.5,63,1,"Beauty & Spas, Nail Salons"
D & M Nails,2711 Murray Ave,Pittsburgh,PA,15217,40.4285728,-79.9242978,4.0,34,1,"Nail Salons, Beauty & Spas"
Western PA Women's Healthcare Associates,"300 Halket St, Ste 5730",Pittsburgh,PA,15213,40.44432,-79.95492,3.0,5,1,"Obstetricians & Gynecologists, Health & Medical, Doctors"
Fine Wine & Good Spirits,217 Atwood St,Pittsburgh,PA,15213,40.4408068,-79.9569318,1.5,7,1,"Beer, Wine & Spirits, Food"
Slc Realty,372 N Craig St,Pittsburgh,PA,15213,40.4538778,-79.95299,4.0,3,1,"Apartments, Home Services, Real Estate"
Jimmy John's,5833 Forbes Ave,Pittsburgh,PA,15217,40.4382427,-79.9216969,2.5,8,1,"Delis, Food, Food Delivery Services, Sandwiches, Restaurants, Fast Food"
Cafe Zinho,238 Spahr St,Pittsburgh,PA,15232,40.4578271,-79.9275319,4.0,84,1,"Restaurants, Portuguese, Mediterranean"
Harris Grill,5747 Ellsworth Ave,Pittsburgh,PA,15232,40.4559632,-79.9313287,3.5,341,1,"Wine Bars, Diners, Burgers, Bars, Restaurants, Pubs, Seafood, Nightlife, Lounges, American (Traditional)"
Healing Roots Massage & Wellness Center,5829 Ellsworth Ave,Pittsburgh,PA,15232,40.4568119,-79.9301113,5.0,6,1,"Pilates, Fitness & Instruction, Meditation Centers, Active Life, Beauty & Spas, Health & Medical, Massage Therapy, Reiki, Day Spas, Massage, Yoga"
Rainbow's End Child Academy,2709 Murray Ave,Pittsburgh,PA,15217,40.4286037,-79.9243823,1.0,3,0,"Child Care & Day Care, Local Services"
Rewind Memories,2002 Murray Ave,Pittsburgh,PA,15217,40.4345434,-79.9229801,5.0,4,1,"Shopping, Professional Services, Digitizing Services, Photography Stores & Services, Video\/Film Production"
Mandy's Pizza,1900 Murray Ave,Pittsburgh,PA,15217,40.435861,-79.923263,3.0,30,0,"Restaurants, Pizza"
Steel City Vapors Express,2208 Murray Ave,Pittsburgh,PA,15217,40.4320547,-79.9233034,4.5,12,1,"Shopping, Vape Shops, Tobacco Shops, Electronics"
P&G's Pamela's Diner,3703 Forbes Ave,Pittsburgh,PA,15213,40.4413583,-79.9576968,3.5,248,1,"Breakfast & Brunch, Restaurants"
SEE,5533 Walnut St,Pittsburgh,PA,15232,40.451737,-79.9326005,5.0,6,1,"Shopping, Eyewear & Opticians, Optometrists, Health & Medical"
Lobos Management,233 Spahr St,Pittsburgh,PA,15232,40.4578589,-79.9270906,2.0,35,1,"Property Management, Home Services, Real Estate"
Kimberley Ashlee Catering,,Pittsburgh,PA,15217,40.4327086,-79.9248669,5.0,3,1,"Personal Chefs, Caterers, Bartenders, Event Planning & Services"
KFC,4915 Baum Blvd,Pittsburgh,PA,15213,40.4547,-79.9465,2.5,16,1,"Restaurants, Fast Food, Chicken Shop, Chicken Wings"
Pgh Crepes,Bigelow Blvd & Forbes Ave,Pittsburgh,PA,15213,40.4439607709,-79.9542873063,3.5,23,1,"Food Trucks, Creperies, Food, Coffee & Tea, Restaurants"
Turkish Grille,272 Melwood Ave,Pittsburgh,PA,15213,40.4521037,-79.9506159,4.5,64,1,"Turkish, Restaurants, Middle Eastern, Mediterranean"
Shadyside Inn All Suites Hotel,5405 5th Ave,Pittsburgh,PA,15232,40.4486860521,-79.9339957288,4.0,75,1,"Home Services, Apartments, Venues & Event Spaces, Event Planning & Services, Real Estate, Hotels, Hotels & Travel"
Monro Muffler Brake & Service,3530 Blvd Of The Allies,Pittsburgh,PA,15213,40.4344372131,-79.9551648549,2.0,8,1,"Auto Repair, Automotive, Tires, Oil Change Stations"
The Mediterranean Grill,5835 Forbes Ave,Pittsburgh,PA,15217,40.438242,-79.921597,4.0,67,1,"Mediterranean, Greek, Middle Eastern, Restaurants, Lebanese"
Bruegger's Bagels,1719 Murray Ave,Pittsburgh,PA,15217,40.437442,-79.9228098,3.0,17,1,"Breakfast & Brunch, Bagels, Restaurants, Sandwiches, Food, Bakeries"
Friends Bar,5840 Foward Ave,Pittsburgh,PA,15217,40.4293912,-79.9223017,3.5,4,0,"Bars, Gay Bars, Nightlife"
Sun Penang,5829 Forbes Ave,Pittsburgh,PA,15217,40.4382561,-79.9218667,3.0,155,1,"Restaurants, Singaporean, Malaysian"
HolisticFit,828 Hazelwood Ave,Pittsburgh,PA,15217,40.4194768,-79.9279125,5.0,3,1,"Gyms, Health & Medical, Fitness & Instruction, Active Life, Weight Loss Centers, Trainers, Counseling & Mental Health"
Food For Thought Deli,194 N Craig St,Pittsburgh,PA,15213,40.449658,-79.9505185,4.0,31,1,"Delis, Sandwiches, Restaurants"
Healthy Smiles by Frederick D. Sams,5732 Ellsworth Ave,Pittsburgh,PA,15232,40.455459,-79.931157,3.0,4,1,"Dentists, General Dentistry, Endodontists, Health & Medical, Cosmetic Dentists"
Natural Choice,111 Meyran Ave,Pittsburgh,PA,15213,40.4410639,-79.9587705,3.5,9,1,"Beauty & Spas, Hair Salons, Barbers"
Razzy Fresh Frozen Yogurt,1717 Murray Ave,Pittsburgh,PA,15217,40.437502,-79.9228338,4.0,69,0,"Food, Ice Cream & Frozen Yogurt"
Great Clips,4580 Browns Hill Rd,Pittsburgh,PA,15217,40.4159394,-79.9246483,3.0,14,1,"Beauty & Spas, Hair Salons"
Gidas Flowers,3719 Forbes Ave,Pittsburgh,PA,15213,40.4414403,-79.9572865,4.5,18,1,"Home & Garden, Chocolatiers & Shops, Shopping, Food, Floral Designers, Event Planning & Services, Nurseries & Gardening, Florists, Specialty Food, Flowers & Gifts"
Chica Loca Taco,733 Copeland St,Pittsburgh,PA,15232,40.4512206,-79.9346006,3.5,22,0,"Restaurants, Mexican"
Star of India,412 S Craig St,Pittsburgh,PA,15213,40.4448167,-79.9489713,3.0,18,0,"Indian, Pakistani, Restaurants"
Panera Bread,1711 Murray Ave,Pittsburgh,PA,15217,40.4376131,-79.9227079,3.5,5,0,"Bakeries, Food, Restaurants"
61C Cafe,1839 Murray Ave,Pittsburgh,PA,15217,40.4362552,-79.9227135,3.5,94,1,"Cafes, Food, Coffee & Tea, Restaurants, Breakfast & Brunch"
East End Veterinary Medical Centre,5875 Ellsworth Ave,Pittsburgh,PA,15232,40.4578784,-79.9286127,4.0,28,1,"Veterinarians, Pets"
Zhang's Relaxation Centre,5899 Ellsworth Ave,Pittsburgh,PA,15232,40.4583104,-79.9276361,4.5,14,1,"Beauty & Spas, Massage"
Crazy Mocha Coffee,5607 Baum Blvd,Pittsburgh,PA,15232,40.4579855,-79.9352334,3.5,21,1,"Food, Cafes, Restaurants, Coffee & Tea"
Frenchi's Deli & Market,449 Atwood St,Pittsburgh,PA,15213,40.4372028388,-79.9526321828,4.0,5,1,"Grocery, Salad, Event Planning & Services, Food, Tobacco Shops, Caterers, Convenience Stores, Delis, Restaurants, Shopping"
Northway Christian Community Church Oakland,428 N Craig St,Pittsburgh,PA,15213,40.4548972,-79.9537604,4.5,3,1,"Churches, Religious Organizations"
Nellie's Sandwiches & Deli,3524 5th Ave,Pittsburgh,PA,15213,40.4410795,-79.9591499,3.5,36,1,"Sandwiches, Delis, Middle Eastern, Restaurants"
Uncle Jimmy's,418 Semple St,Pittsburgh,PA,15213,40.436528,-79.9545674,5.0,4,0,"Bars, Nightlife, Dive Bars"
The Skin Center Medical Spa,806 S Aiken Ave,Pittsburgh,PA,15232,40.4507282,-79.9357367,4.0,16,1,"Laser Hair Removal, Beauty & Spas, Hair Removal, Skin Care, Vascular Medicine, Medical Spas, Health & Medical, Doctors, Cosmetic Surgeons"
Training Revelations,605 Melwood Ave,Pittsburgh,PA,15213,40.4573401,-79.9543873,5.0,7,1,"Fitness & Instruction, Trainers, Active Life"
Eden Bistro,735 Copeland St,Pittsburgh,PA,15232,40.4511698,-79.9345211,4.0,137,0,"Vegan, Live\/Raw Food, Restaurants"
Sunnyledge Boutique Hotel,5124 Fifth Ave,Pittsburgh,PA,15232,40.4475613142,-79.9373323726,3.0,8,1,"Hotels, Restaurants, Bed & Breakfast, Tea Rooms, Food, Hotels & Travel, Event Planning & Services, American (New)"
T & K's Soul Food Kitchen,305 N Craig St,Pittsburgh,PA,15213,40.452039,-79.952326,4.0,6,0,"Soul Food, Restaurants"
Fagnelli Plumbing Company Inc,2852 Blvd Of The Allies,Pittsburgh,PA,15213,40.4354178,-79.9633019,3.0,9,1,"Plumbing, Home Services"
Aiello's Pizza,2112 Murray Ave,Pittsburgh,PA,15217,40.4332608,-79.9231926,4.0,208,1,"Italian, Pizza, Bars, Beer Bar, Nightlife, Restaurants"
Sharon Fennimore,,Pittsburgh,PA,15217,40.4327086,-79.9248669,3.5,3,1,"Fitness & Instruction, Professional Services, Education, Yoga, Meditation Centers, Active Life, Adult Education"
Phipps Conservatory and Botanical Gardens,1 Schenley Park,Pittsburgh,PA,15213,40.439248,-79.947347,4.5,269,1,"Parks, Active Life, Botanical Gardens, Arts & Entertainment"
P&G's Pamela's Diner,5527 Walnut St,Pittsburgh,PA,15232,40.4515828358,-79.932869839,4.0,280,1,"Restaurants, Breakfast & Brunch"
Bridges Restaurant,100 Lytton Ave,Pittsburgh,PA,15213,40.4460837,-79.954647,2.5,20,1,"American (New), Restaurants"
The Picket Fence,5425 Walnut St,Pittsburgh,PA,15232,40.451115,-79.9345071,4.5,3,1,"Children's Clothing, Fashion, Shopping, Jewelry, Home Decor, Women's Clothing, Home & Garden"
Chipotle Mexican Grill,4800 Baum Blvd,Pittsburgh,PA,15213,40.4542097,-79.9474469,3.5,50,1,"Fast Food, Mexican, Restaurants"
Williams-Sonoma,5514 Walnut St,Pittsburgh,PA,15232,40.4512794057,-79.9332921053,4.0,8,1,"Kitchen & Bath, Food, Home & Garden, Shopping, Specialty Food"
Mi Ranchito,346 Atwood St,Pittsburgh,PA,15213,40.438522,-79.954807,3.0,14,0,"Restaurants, Food, Mexican, Ethnic Food, Specialty Food, Nightlife, Bars"
William Penn Jewelers & Engravers,1837 Murray Ave,Pittsburgh,PA,15217,40.4362887,-79.9226996,3.0,9,1,"Jewelry Repair, Local Services, Shopping, Jewelry, Engraving, Watches"
Miss Saigon 88 Cafe,258 N Craig St,Pittsburgh,PA,15213,40.451222,-79.9515915,3.0,22,0,"Restaurants, Asian Fusion"
Tipsy Cow,5741 Ellsworth Ave,Pittsburgh,PA,15232,40.455763,-79.931512,3.5,71,1,"American (Traditional), Bars, Burgers, Restaurants, Nightlife"
FedEx Office Print & Ship Center,6308 Forbes Ave,Pittsburgh,PA,15217,40.437713,-79.918888,2.5,11,1,"Notaries, Professional Services, Printing Services, Signmaking, Local Services, Shipping Centers"
Sukhothai Bistro,5813 Forbes Ave,Pittsburgh,PA,15217,40.4381461,-79.9223846,3.5,79,0,"Asian Fusion, Restaurants, Thai"
Winghart's Burger & Whiskey Bar,226 Meyran Ave,Pittsburgh,PA,15213,40.439681,-79.957556,3.0,19,0,"Nightlife, Burgers, Restaurants, Bars, Food"
Thai & Noodle Outlet,5813 Forbes Ave,Pittsburgh,PA,15217,40.4381713,-79.9223718,3.5,67,1,"Restaurants, Desserts, Thai, Noodles, Food"
New China Inn,4609 Centre Ave,Pittsburgh,PA,15213,40.4521047,-79.9516518,2.5,26,1,"Chinese, Restaurants"
Bobby West - Coldwell Banker Real Estate Services,5887 Forbes Ave,Pittsburgh,PA,15217,40.4381295142,-79.9197362474,5.0,9,1,"Real Estate, Real Estate Photography, Real Estate Services, Real Estate Agents, Home Services"
Schenley Plaza,4100 Forbes Ave,Pittsburgh,PA,15213,40.4435295,-79.9521286,4.5,16,1,"Arts & Entertainment, Music Venues, Street Vendors, Food, Nightlife"
PC Doctor,2121 Murray Ave,Pittsburgh,PA,15217,40.4330924,-79.9227463,3.5,4,1,"Local Services, IT Services & Computer Repair"
Tela Ropa,116 Atwood St,Pittsburgh,PA,15213,40.4416401,-79.9583489,4.5,3,0,"Accessories, Fashion, Shopping"
Pink Box Bakery Cafe,2104 Murray Ave,Pittsburgh,PA,15217,40.4333842482,-79.9231549469,4.0,87,1,"Bakeries, Coffee & Tea, Desserts, Restaurants, Food"
Shadyside Nail Salon,"5440 Centre Ave, Ste 2",Pittsburgh,PA,15232,40.4563596,-79.9366429,3.0,32,1,"Nail Salons, Beauty & Spas"
New York Nails,4215 Murray Ave,Pittsburgh,PA,15217,40.422653,-79.9285928,3.5,59,1,"Nail Salons, Beauty & Spas"
David Masters - State Farm Insurance Agent,"1900 Murray Ave, Ste 304",Pittsburgh,PA,15217,40.435822,-79.9230998,4.0,4,1,"Financial Services, Auto Insurance, Home & Rental Insurance, Insurance"
New Oakland Tailor,234 Meyran Ave,Pittsburgh,PA,15213,40.4395092,-79.9573648,3.5,13,0,"Sewing & Alterations, Local Services"
MSV Towing,6360 Morrowfield Ave,Pittsburgh,PA,15217,40.42675,-79.9207009,4.0,15,1,"Towing, Local Services, Automotive"
Napoli Pizzeria,2006 Murray Ave,Pittsburgh,PA,15217,40.434399,-79.9229828,4.0,62,1,"Salad, Italian, Restaurants, Pizza"
Squirrel Hill Locksmith,,Pittsburgh,PA,15217,40.4327086,-79.9248669,4.5,12,0,"Appliances & Repair, Keys & Locksmiths, Home Services, Knife Sharpening, Local Services"
Sincerely Yogurt,3400 Fifth Ave,Pittsburgh,PA,15213,40.4391410423,-79.9618611648,5.0,6,0,"Juice Bars & Smoothies, Food, Desserts, Ice Cream & Frozen Yogurt"
Caribou Coffee,3619 Forbes Ave,Pittsburgh,PA,15213,40.44115,-79.958029,3.5,23,0,"Coffee & Tea, Food"
QDOBA Mexican Eats,4815 Centre Ave,Pittsburgh,PA,15213,40.4535887305,-79.9472308159,2.5,19,0,"Fast Food, Caterers, Restaurants, Event Planning & Services, Mexican"
Las Palmas,326 Atwood St,Pittsburgh,PA,15213,40.4389681,-79.9552124,4.5,201,1,"Restaurants, Mexican"
The Coffee Tree Roasters,5524 Walnut St,Pittsburgh,PA,15232,40.4512442,-79.9327342,3.5,122,1,"Food, Coffee Roasteries, Restaurants, Cafes, Coffee & Tea"
Novak Berkowitz & Rosenberg MD,"532 S Aiken Ave, Ste 520",Pittsburgh,PA,15232,40.4544988,-79.9383762,1.0,3,1,"Health & Medical, Ophthalmologists, Family Practice, Optometrists, Doctors"
Legume,214 N Craig St,Pittsburgh,PA,15213,40.4503566,-79.9508477,4.5,373,1,"Restaurants, American (New), French, Italian, Soul Food, American (Traditional)"
Acorn Pittsburgh,5528 Walnut St,Pittsburgh,PA,15232,40.4514229,-79.9326639,4.5,71,1,"American (New), Restaurants"
AJ's Burger & Peruvian Chicken,3608 5th Ave,Pittsburgh,PA,15213,40.4365008,-79.9544755,3.5,23,0,"Restaurants, Burgers, Food, Peruvian"
Starbucks,417 South Craig Street,Pittsburgh,PA,15213,40.44455,-79.948566,3.5,26,1,"Coffee & Tea, Food"
Steel Cactus,5505 Walnut St,Pittsburgh,PA,15232,40.4513619074,-79.93359755,2.5,298,1,"Restaurants, Mexican"
AA Locksmith,"3945 Forbes Ave, Ste 417",Pittsburgh,PA,15213,40.4428213,-79.9553164,5.0,7,1,"Security Systems, Keys & Locksmiths, Home Services"
Mia Pizza,4901 Baum Blvd,Pittsburgh,PA,15213,40.4546333,-79.9465557,3.0,37,1,"Pizza, Restaurants, Italian"
Au Bon Pain,4910 Forbes Ave,Pittsburgh,PA,15213,40.4441079579,-79.942157678,3.0,7,1,"Coffee & Tea, Food, Bakeries"
Arefa's Espresso,5827 Forbes Ave,Pittsburgh,PA,15217,40.4380885,-79.9219196,3.5,9,0,"Coffee & Tea, Food"
Gamestop,3608 Forbes Ave,Pittsburgh,PA,15213,40.4406384258,-79.9579879827,3.5,3,0,"Mobile Phones, Books, Mags, Music & Video, Shopping, Video Game Stores, Videos & Video Game Rental, Electronics"
Starbucks,730 Copeland St,Pittsburgh,PA,15232,40.451081,-79.934882,3.5,18,1,"Coffee & Tea, Food"
Korenman Edward L DMD,4351 Murray Ave,Pittsburgh,PA,15217,40.4205061,-79.9283751,4.5,3,0,"Dentists, General Dentistry, Health & Medical"
Avalon Exchange,5858 Forbes Ave,Pittsburgh,PA,15217,40.437835,-79.920627,3.0,68,1,"Shopping, Fashion, Used, Vintage & Consignment"
Top Shabu-Shabu & Lounge,114 Atwood St,Pittsburgh,PA,15213,40.4412353,-79.9581511,3.5,94,1,"Hot Pot, Sushi Bars, Asian Fusion, Soup, Restaurants, Japanese, Seafood, Chinese"
Sakura Teppanyaki & Sushi,5882 Forbes Ave,Pittsburgh,PA,15217,40.4378362,-79.9196769,3.0,114,1,"Sushi Bars, Restaurants, Chinese, Breakfast & Brunch, Japanese"
Sorrento's Pizza,233 Atwood St,Pittsburgh,PA,15213,40.4404148,-79.9565056,3.0,32,1,"Restaurants, Pizza"
Bull River Taco,1707 Murray Ave,Pittsburgh,PA,15217,40.4377293,-79.9227349,3.5,69,1,"Restaurants, Tacos, Mexican"
Cool Ice Taipei Kitchen,5813 Forbes Ave,Pittsburgh,PA,15217,40.4381461,-79.9223846,4.0,30,0,"Restaurants, Food, Taiwanese, Ice Cream & Frozen Yogurt, Chinese"
Irene's Tailoring,1833 Murray Ave,Pittsburgh,PA,15217,40.4363062,-79.9227021,3.5,17,0,"Sewing & Alterations, Local Services"
Subway,4028 Beechwood Blvd,Pittsburgh,PA,15217,40.4271791,-79.9377642,4.0,3,1,"Restaurants, Fast Food, Sandwiches"
"Bruce Parker, DMD","6301 Forbes Ave, Ste 102",Pittsburgh,PA,15217,40.4384056,-79.9191258,3.5,8,1,"Pediatric Dentists, Endodontists, Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"
Squirrel Hill,5796 Forbes Ave,Pittsburgh,PA,15217,40.4380589187,-79.9212916896,5.0,4,1,"Shopping Centers, Local Flavor, Shopping"
Steel Valley Express Care,4630 Browns Hill Rd,Pittsburgh,PA,15217,40.4152656,-79.9239297,4.0,21,1,"Diagnostic Services, Laboratory Testing, Diagnostic Imaging, Medical Centers, Health & Medical, Doctors, Urgent Care"
Ryer Martial Arts Academy,5440 Centre Ave,Pittsburgh,PA,15232,40.4563596,-79.9366429,5.0,13,1,"Fitness & Instruction, Martial Arts, Kickboxing, Active Life, Trainers, Self-defense Classes"
Istanbul Grille,305 N Craig St,Pittsburgh,PA,15213,40.452039,-79.952326,4.5,7,0,"Turkish, Middle Eastern, Restaurants"
Rose Tea Cafe,5874 Forbes Ave,Pittsburgh,PA,15217,40.4379194,-79.9201297,3.5,330,1,"Bubble Tea, Cafes, Taiwanese, Restaurants, Chinese, Coffee & Tea, Food"
